timestamps,Model Root/Height_T1\n/In1,Model Root/TTS dSPACE RTI1104/PumpLeft/In1,Model Root/TTS dSPACE RTI1104/ValvePos_LD/In1
0.0,-17.390982762046697,0.0,0.620654296875
0.10000213164062188,-18.706341211907795,0.0,0.6064127604166666
0.20000426328124377,-18.706341211907795,0.0,0.5931884765625
0.30000639609374957,-18.706341211907795,0.0,0.5809814453125
0.40000853222659316,-18.706341211907795,0.0,0.5667399088541666
0.5000106683594367,-18.706341211907795,0.0,0.5545328776041666
0.6000128044922803,-18.706341211907795,0.0,0.5423258463541666
0.7000149406250102,-18.706341211907795,0.0,0.5291015625
0.8000170767578538,-18.706341211907795,0.0,0.51689453125
0.9000192128906974,-18.706341211907795,0.0,0.5036702473958332
1.0000213490234273,-18.08487223272372,0.0,0.49248046874999996
1.100023485156271,-17.53848088144044,0.0,0.48027343749999996
1.2000256212891145,-18.706341211907795,0.0,0.46806640624999996
1.3000277568360161,-18.706341211907795,0.0,0.45585937499999996
1.400029891992176,-18.706341211907795,0.0,0.4416178385416666
1.5000320269531358,-18.706341211907795,0.0,0.42737630208333327
1.6000341621094094,-18.706341211907795,0.0,0.4141520182291666
1.700036297070369,-18.706341211907795,0.0,0.4019449869791666
1.8000384322266427,-18.706341211907795,0.0,0.3897379557291666
1.9000405673828027,-18.602671178145542,0.0,0.37651367187499996
2.0000427023437624,-17.966646949084627,0.0,0.36634114583333327
2.100044837500036,-18.706341211907795,0.0,0.35209960937499996
2.2000469724609957,-18.706341211907795,0.0,0.33887532552083327
2.3000491064453854,-18.706341211907795,0.0,0.32666829427083327
2.400051240429775,-18.706341211907795,0.0,0.3134440104166666
2.500053374218737,-18.706341211907795,0.0,0.3012369791666666
2.600055508007813,-18.706341211907795,0.0,0.2880126953124999
2.7000576419922027,-18.706341211907795,0.0,0.2768229166666666
2.8000597757812784,-18.706341211907795,0.0,0.26563313802083327
2.900061909570354,-18.706341211907795,0.0,0.2524088541666666
3.00006404335943,-18.63228743296254,0.0,0.24020182291666659
3.1000661773438196,-18.706341211907795,0.0,0.22799479166666659
3.2000683130859215,-18.706341211907795,0.0,0.2147705078124999
3.3000704550781848,-18.706341211907795,0.0,0.20358072916666659
3.4000725968750203,-18.706341211907795,0.0,0.19137369791666659
3.5000747388672835,-18.706341211907795,0.0,0.17814941406249996
3.600076880859433,-18.706341211907795,0.0,0.16594238281249996
3.7000790226562685,-18.706341211907795,0.0,0.15373535156249996
3.8000811646485317,-18.706341211907795,0.0,0.14152832031249996
3.9000833066406813,-18.706341211907795,0.0,0.12830403645833321
4.000085448437517,-17.833700666149632,0.0,0.11813151041666659
4.10008759042978,-18.706341211907795,0.0,0.10388997395833321
4.200089728320336,-18.706341211907795,0.0,0.09066569010416659
4.3000918628906675,-18.706341211907795,0.0,0.07744140624999996
4.400093997656313,-18.706341211907795,0.0,0.06523437499999996
4.500096132421959,-18.706341211907795,0.0,0.049975585937499956
4.600098266992177,-18.706341211907795,0.0,0.037768554687499956
4.7001004017578225,-18.706341211907795,0.0,0.025561523437499956
4.800102536328154,-18.706341211907795,0.0,0.013354492187499956
4.9001046710938,-18.513840428421453,0.0,0.0001302083333332149
